Date,Symbol,Open,High,Low,Close,Volume,Price
1/5/2019 8:00,ETHUSD,155.03,156.29,154.7,155.86,141.4526389,155.45
1/5/2019 9:00,ETHUSD,155.86,156.34,155.44,156.34,36.255989,156.10
1/5/2019 10:00,ETHUSD,156.34,156.34,154.28,155.33,436.422623,155.84
1/5/2019 11:00,ETHUSD,155.33,157.84,155.33,157.41,224.598868,156.37
1/5/2019 12:00,ETHUSD,157.41,158.98,156.7,156.93,151.1208189,157.17
1/5/2019 13:00,ETHUSD,156.93,156.93,155.3,156.27,389.761464,156.60
1/5/2019 14:00,ETHUSD,156.27,156.61,155.64,156.23,319.687978,156.25
1/5/2019 15:00,ETHUSD,156.23,158.5,156.01,156.41,937.5660415,156.32
1/5/2019 16:00,ETHUSD,156.41,157.68,154,155.81,1457.966396,156.11
1/5/2019 17:00,ETHUSD,155.81,156.91,155.79,156.13,338.8972619,155.97
1/5/2019 18:00,ETHUSD,156.13,157.35,156.01,157.13,139.687342,156.63
1/5/2019 19:00,ETHUSD,157.13,157.75,156,157.38,371.14406,157.26
1/5/2019 20:00,ETHUSD,157.38,157.7,156.52,156.95,410.4401404,157.17
1/5/2019 21:00,ETHUSD,156.95,157.4,156.88,157.2,506.5197601,157.08
1/5/2019 22:00,ETHUSD,157.2,157.4,152.02,154.5,3854.038181,155.85
1/5/2019 23:00,ETHUSD,154.5,154.5,153.46,153.93,702.0621704,154.22
1/6/2019 0:00,ETHUSD,153.93,154.5,152.74,153.78,1312.699804,153.86
1/6/2019 1:00,ETHUSD,153.78,154.22,149.82,150.03,12976.93795,151.91
1/6/2019 2:00,ETHUSD,150.03,150.56,148.3,150.28,1206.202004,150.16
1/6/2019 3:00,ETHUSD,150.28,151.5,150.04,151.48,1308.335061,150.88
1/6/2019 4:00,ETHUSD,151.48,152.28,150.9,151.69,3523.308989,151.59
1/6/2019 5:00,ETHUSD,151.69,152.2,151.32,151.32,911.7717484,151.51
1/6/2019 6:00,ETHUSD,151.32,151.73,151.19,151.71,1464.247871,151.52
1/6/2019 7:00,ETHUSD,151.71,151.71,150.53,150.97,1974.876779,151.34
1/6/2019 8:00,ETHUSD,150.97,151.01,150.38,151.01,130.5525,150.99
1/6/2019 9:00,ETHUSD,151.01,152.73,151.01,151.47,1767.55252,151.24
1/6/2019 10:00,ETHUSD,151.47,153.74,151.47,153.11,1823.785344,152.29
1/6/2019 11:00,ETHUSD,153.11,153.62,152.72,153.38,411.627367,153.25
1/6/2019 12:00,ETHUSD,153.38,153.38,151.17,151.43,2544.289909,152.41
1/6/2019 13:00,ETHUSD,151.43,152.6,150.79,151.65,941.2960018,151.54
1/6/2019 14:00,ETHUSD,151.65,151.86,150.08,151.81,399.399752,151.73
1/6/2019 15:00,ETHUSD,151.81,153.64,151.71,152.13,834.192118,151.97
1/6/2019 16:00,ETHUSD,152.13,152.7,150.47,152.49,1723.519906,152.31
1/6/2019 17:00,ETHUSD,152.49,159.5,152.49,157.7,8696.883595,155.10
1/6/2019 18:00,ETHUSD,157.7,158.2,156.75,157.17,370.7468547,157.44
1/6/2019 19:00,ETHUSD,157.17,157.56,156.85,156.85,172.8320646,157.01
1/6/2019 20:00,ETHUSD,156.85,156.95,154.29,154.96,2766.913027,155.91
1/6/2019 21:00,ETHUSD,154.96,155.75,154,155.7,711.6314669,155.33
1/6/2019 22:00,ETHUSD,155.7,156.4,154.61,154.82,333.8260588,155.26
1/6/2019 23:00,ETHUSD,154.82,156.46,154.79,155.83,576.0086844,155.33
1/7/2019 0:00,ETHUSD,155.83,157.07,155.72,156.12,3523.098653,155.98
1/7/2019 1:00,ETHUSD,156.12,156.12,152.27,154.74,1303.893425,155.43
1/7/2019 2:00,ETHUSD,154.74,154.74,153.49,154.39,570.5069182,154.57
1/7/2019 3:00,ETHUSD,154.39,155.25,154.39,154.81,459.560151,154.60
1/7/2019 4:00,ETHUSD,154.81,155.63,154.58,154.58,205.7455352,154.70
1/7/2019 5:00,ETHUSD,154.58,155.13,154.3,155.08,1481.093966,154.83
1/7/2019 6:00,ETHUSD,155.08,155.61,154.75,155.07,820.8680332,155.08
1/7/2019 7:00,ETHUSD,155.07,155.43,155.05,155.11,172.297476,155.09
1/7/2019 8:00,ETHUSD,155.11,155.4,154.68,154.93,476.6598101,155.02
1/7/2019 9:00,ETHUSD,154.93,154.93,149.73,150.75,1787.599733,152.84
1/7/2019 10:00,ETHUSD,150.75,152.62,150.75,152.15,769.825292,151.45
1/7/2019 11:00,ETHUSD,152.15,153.22,152.04,153.17,160.2797388,152.66
1/7/2019 12:00,ETHUSD,153.17,153.17,151.66,151.68,1159.097531,152.43
1/7/2019 13:00,ETHUSD,151.68,152.93,151.29,152.6,583.542181,152.14
1/7/2019 14:00,ETHUSD,152.6,153.92,152.44,152.99,1623.167961,152.80
1/7/2019 15:00,ETHUSD,152.99,153.28,151.65,152.22,1547.20949,152.61
1/7/2019 16:00,ETHUSD,152.22,152.88,152.17,152.35,916.1138712,152.29
1/7/2019 17:00,ETHUSD,152.35,152.76,150.4,152.2,522.6779463,152.28
1/7/2019 18:00,ETHUSD,152.2,153.5,152.2,152.82,1294.959522,152.51
1/7/2019 19:00,ETHUSD,152.82,153.17,152.3,152.8,571.6102999,152.81
1/7/2019 20:00,ETHUSD,152.8,152.99,150.74,151.4,3892.064071,152.10
1/7/2019 21:00,ETHUSD,151.4,152,149.63,150.42,2264.312069,150.91
1/7/2019 22:00,ETHUSD,150.42,150.55,148.45,149.98,3804.058749,150.20
1/7/2019 23:00,ETHUSD,149.98,150.51,149.56,150.27,139.1895677,150.13
1/8/2019 0:00,ETHUSD,150.27,151.84,150.18,151.5,1912.458513,150.89
1/8/2019 1:00,ETHUSD,151.5,151.5,150.12,150.12,419.5374329,150.81
1/8/2019 2:00,ETHUSD,150.12,150.2,146.52,148.11,2509.088711,149.12
1/8/2019 3:00,ETHUSD,148.11,148.66,147.7,147.98,1393.780658,148.05
1/8/2019 4:00,ETHUSD,147.98,148.2,147.2,147.61,1058.529463,147.80
1/8/2019 5:00,ETHUSD,147.61,148,147.34,147.54,178.905069,147.58
1/8/2019 6:00,ETHUSD,147.54,147.81,146.98,147.7,276.3759253,147.62
1/8/2019 7:00,ETHUSD,147.7,148.39,147.7,147.7,158.005205,147.70
1/8/2019 8:00,ETHUSD,147.7,148.57,147.7,148.5,11.32108969,148.10
1/8/2019 9:00,ETHUSD,148.5,149.27,147.9,149.01,427.153616,148.76
1/8/2019 10:00,ETHUSD,149.01,149.31,148.72,149.11,378.65114,149.06
1/8/2019 11:00,ETHUSD,149.11,151.41,148.9,150.81,1807.113392,149.96
1/8/2019 12:00,ETHUSD,150.81,151.43,150.38,150.9,885.250996,150.86
1/8/2019 13:00,ETHUSD,150.9,152.77,148.7,152.77,6271.667579,151.84
1/8/2019 14:00,ETHUSD,152.77,152.77,151.29,151.29,626.6224188,152.03
1/8/2019 15:00,ETHUSD,151.29,153.01,149.68,150.34,1658.189405,150.82
1/8/2019 16:00,ETHUSD,150.34,150.34,148.5,148.95,2105.43598,149.65
1/8/2019 17:00,ETHUSD,148.95,150.09,148.91,149,297.7994287,148.98
1/8/2019 18:00,ETHUSD,149,149.54,148.85,149.37,576.9141999,149.19
1/8/2019 19:00,ETHUSD,149.37,149.92,148.88,149.85,463.1629375,149.61
1/8/2019 20:00,ETHUSD,149.85,150.12,149.13,149.13,159.1000159,149.49
1/8/2019 21:00,ETHUSD,149.13,149.92,148.76,148.76,200.4440371,148.95
1/8/2019 22:00,ETHUSD,148.76,149.61,148.18,149.48,1283.976288,149.12
1/8/2019 23:00,ETHUSD,149.48,149.67,148.79,148.83,659.3189406,149.16
1/9/2019 0:00,ETHUSD,148.83,149.67,148.15,148.83,551.748856,148.83
1/9/2019 1:00,ETHUSD,148.83,153.12,148.83,151.74,2201.439633,150.29
1/9/2019 2:00,ETHUSD,151.74,152.85,151.65,152.1,1970.996133,151.92
1/9/2019 3:00,ETHUSD,152.1,152.5,151.85,151.97,236.8232717,152.04
1/9/2019 4:00,ETHUSD,151.97,152.72,151.85,152.72,925.7919619,152.35
1/9/2019 5:00,ETHUSD,152.72,152.72,150.56,150.99,5149.424886,151.86
1/9/2019 6:00,ETHUSD,150.99,151.22,150.38,150.93,97.368411,150.96
1/9/2019 7:00,ETHUSD,150.93,151.26,150.93,151.23,110.83614,151.08
1/9/2019 8:00,ETHUSD,151.23,151.23,150.61,150.82,94.11353938,151.03
1/9/2019 9:00,ETHUSD,150.82,151.14,150.52,151.01,86.60968301,150.92
1/9/2019 10:00,ETHUSD,151.01,151.47,150.76,151.1,335.78867,151.06
1/9/2019 11:00,ETHUSD,151.1,151.46,150.96,151.04,19.337701,151.07
1/9/2019 12:00,ETHUSD,151.04,151.04,149.43,150.33,920.2474922,150.69
1/9/2019 13:00,ETHUSD,150.33,150.33,149.58,149.97,113.5754885,150.15
1/9/2019 14:00,ETHUSD,149.97,149.98,148.96,149.32,401.0514683,149.65
1/9/2019 15:00,ETHUSD,149.32,149.97,148.8,149.56,1357.279062,149.44
1/9/2019 16:00,ETHUSD,149.56,150.26,149.44,149.85,534.8089568,149.71
1/9/2019 17:00,ETHUSD,149.85,150.08,149.51,149.84,724.0877523,149.85
1/9/2019 18:00,ETHUSD,149.84,149.87,148.97,149.82,1545.039014,149.83
1/9/2019 19:00,ETHUSD,149.82,149.94,149.65,149.91,381.6223414,149.87
1/9/2019 20:00,ETHUSD,149.91,150.07,149.37,149.42,1180.507584,149.67
1/9/2019 21:00,ETHUSD,149.42,151.7,148.5,149.63,1705.849881,149.53
1/9/2019 22:00,ETHUSD,149.63,150.17,149.54,150.1,541.1184676,149.87
1/9/2019 23:00,ETHUSD,150.1,150.19,149.33,149.42,191.1088976,149.76
1/10/2019 0:00,ETHUSD,149.42,150.78,149.42,150.78,435.3702902,150.10
1/10/2019 1:00,ETHUSD,150.78,150.84,150.18,150.25,85.4346485,150.52
1/10/2019 2:00,ETHUSD,150.25,150.34,149.81,150.1,218.040506,150.18
1/10/2019 3:00,ETHUSD,150.1,150.1,149.57,149.57,59.37362713,149.84
1/10/2019 4:00,ETHUSD,149.57,150,149.38,149.68,752.5018333,149.63
1/10/2019 5:00,ETHUSD,149.68,149.86,149,149,245.7215008,149.34
1/10/2019 6:00,ETHUSD,149,149.01,134.34,136.66,15509.71872,142.83
1/10/2019 7:00,ETHUSD,136.66,136.78,135.17,136.42,2593.621597,136.54
1/10/2019 8:00,ETHUSD,136.42,136.42,133.36,134,1727.090468,135.21
1/10/2019 9:00,ETHUSD,134,134.12,129.3,129.5,4551.118629,131.75
1/10/2019 10:00,ETHUSD,129.5,132.01,129.27,131.68,1192.527233,130.59
1/10/2019 11:00,ETHUSD,131.68,132.73,131.06,132.71,604.4047341,132.20
1/10/2019 12:00,ETHUSD,132.71,133.07,131.14,131.34,612.4343362,132.03
1/10/2019 13:00,ETHUSD,131.34,131.64,130.1,131.2,1699.816181,131.27
1/10/2019 14:00,ETHUSD,131.2,131.4,130.5,131.4,1810.989709,131.30
1/10/2019 15:00,ETHUSD,131.4,131.61,130.74,131.11,1894.074912,131.26
1/10/2019 16:00,ETHUSD,131.11,131.17,124,125.62,10754.92329,128.37
1/10/2019 17:00,ETHUSD,125.62,125.99,124.64,125.2,2202.281716,125.41
1/10/2019 18:00,ETHUSD,125.2,125.52,124.58,125.09,1513.53123,125.15
1/10/2019 19:00,ETHUSD,125.09,127.16,122.24,126.83,3655.203758,125.96
1/10/2019 20:00,ETHUSD,126.83,128.32,126.83,127.33,1977.686344,127.08
1/10/2019 21:00,ETHUSD,127.33,127.76,126.37,127.31,1351.823945,127.32
1/10/2019 22:00,ETHUSD,127.31,127.31,126,127.04,855.7178922,127.18
1/10/2019 23:00,ETHUSD,127.04,127.5,126.43,126.43,421.9499136,126.74
1/11/2019 0:00,ETHUSD,126.43,128.62,124.56,128.25,1527.237081,127.34
1/11/2019 1:00,ETHUSD,128.25,128.82,127.2,127.49,610.7517602,127.87
1/11/2019 2:00,ETHUSD,127.49,127.74,126.36,126.69,460.7664818,127.09
1/11/2019 3:00,ETHUSD,126.69,127.38,126.62,127.19,543.3028154,126.94
1/11/2019 4:00,ETHUSD,127.19,127.2,126,126.8,224.0713331,127.00
1/11/2019 5:00,ETHUSD,126.8,127.27,126.73,127.27,401.4887766,127.04
1/11/2019 6:00,ETHUSD,127.27,127.78,127.04,127.78,113.829619,127.53
1/11/2019 7:00,ETHUSD,127.78,128.02,127.44,127.98,56.67837796,127.88
1/11/2019 8:00,ETHUSD,127.98,128.18,127,127,456.6972034,127.49
1/11/2019 9:00,ETHUSD,127,127.01,125,125.06,1080.60702,126.03
1/11/2019 10:00,ETHUSD,125.06,126.06,121.66,123.49,1303.427217,124.28
1/11/2019 11:00,ETHUSD,123.49,124.22,122.7,123.93,201.0734053,123.71
1/11/2019 12:00,ETHUSD,123.93,124.13,123.16,123.86,320.3152214,123.90
1/11/2019 13:00,ETHUSD,123.86,124.01,122.8,122.8,309.761995,123.33
1/11/2019 14:00,ETHUSD,122.8,126.39,122.8,126.27,1683.836464,124.54
1/11/2019 15:00,ETHUSD,126.27,127.93,125.27,125.27,1031.974259,125.77
1/11/2019 16:00,ETHUSD,125.27,127.19,125.27,126.2,1098.204938,125.74
1/11/2019 17:00,ETHUSD,126.2,127.67,126.1,126.89,571.9029922,126.55
1/11/2019 18:00,ETHUSD,126.89,127.16,126.35,126.54,210.0735605,126.72
1/11/2019 19:00,ETHUSD,126.54,126.74,125.95,125.95,782.5419473,126.25
1/11/2019 20:00,ETHUSD,125.95,126.13,124.57,125.12,599.583518,125.54
1/11/2019 21:00,ETHUSD,125.12,126.88,124.64,125.86,489.735945,125.49
1/11/2019 22:00,ETHUSD,125.86,125.86,124,124,392.067716,124.93
1/11/2019 23:00,ETHUSD,124,125.86,123.5,125.77,1535.960895,124.89
1/12/2019 0:00,ETHUSD,125.77,126.42,125.42,126.32,134.2990521,126.05
1/12/2019 1:00,ETHUSD,126.32,126.32,125.25,125.68,315.9663795,126.00
1/12/2019 2:00,ETHUSD,125.68,125.75,124.67,125.69,643.0945548,125.69
1/12/2019 3:00,ETHUSD,125.69,127.31,125.53,126.85,1162.953155,126.27
1/12/2019 4:00,ETHUSD,126.85,126.85,126.19,126.4,118.594724,126.63
1/12/2019 5:00,ETHUSD,126.4,127.17,126.4,126.87,341.312686,126.64
1/12/2019 6:00,ETHUSD,126.87,126.87,125.5,125.5,235.092966,126.19
1/12/2019 7:00,ETHUSD,125.5,125.95,125.5,125.82,282.612145,125.66
1/12/2019 8:00,ETHUSD,125.82,126.01,125.29,125.29,49.725667,125.56
1/12/2019 9:00,ETHUSD,125.29,125.46,125.1,125.1,46.155073,125.20
1/12/2019 10:00,ETHUSD,125.1,126.54,125.1,126.54,59.85574,125.82
1/12/2019 11:00,ETHUSD,126.54,126.54,125.54,125.54,86.909261,126.04
1/12/2019 12:00,ETHUSD,125.54,127.05,124,126.02,239.352739,125.78
1/12/2019 13:00,ETHUSD,126.02,126.13,125.41,126.13,85.48662443,126.08
1/12/2019 14:00,ETHUSD,126.13,126.4,126,126.16,114.1177149,126.15
1/12/2019 15:00,ETHUSD,126.16,126.16,126.16,126.16,0,126.16
1/12/2019 16:00,ETHUSD,126.16,126.16,126.16,126.16,0,126.16
1/12/2019 17:00,ETHUSD,126.16,126.16,126.16,126.16,0,126.16
1/12/2019 18:00,ETHUSD,126.16,126.16,125.09,125.22,294.2691828,125.69
1/12/2019 19:00,ETHUSD,125.22,125.59,125.22,125.23,136.585925,125.23
1/12/2019 20:00,ETHUSD,125.23,125.59,124.56,125.06,115.8355682,125.15
1/12/2019 21:00,ETHUSD,125.06,125.43,124.5,125.22,223.5850339,125.14
1/12/2019 22:00,ETHUSD,125.22,126.65,123.73,124.72,337.8805576,124.97
1/12/2019 23:00,ETHUSD,124.72,124.72,123.35,124.46,357.164654,124.59
1/13/2019 0:00,ETHUSD,124.46,124.63,123.91,123.91,273.603642,124.19
1/13/2019 1:00,ETHUSD,123.91,124.27,123.47,123.87,222.5714145,123.89
1/13/2019 2:00,ETHUSD,123.87,124.39,123.69,124.25,163.290605,124.06
1/13/2019 3:00,ETHUSD,124.25,125.05,124.18,124.57,155.2544837,124.41
1/13/2019 4:00,ETHUSD,124.57,124.87,124.22,124.5,127.6508994,124.54
1/13/2019 5:00,ETHUSD,124.5,124.84,124,124.14,1972.631624,124.32
1/13/2019 6:00,ETHUSD,124.14,124.35,123.9,123.9,267.0985519,124.02
1/13/2019 7:00,ETHUSD,123.9,124.52,123.9,124.43,254.620977,124.17
1/13/2019 8:00,ETHUSD,124.43,124.66,124.24,124.27,205.9013369,124.35
1/13/2019 9:00,ETHUSD,124.27,124.33,123.91,124.33,10.287591,124.30
1/13/2019 10:00,ETHUSD,124.33,124.33,124.33,124.33,1.261319,124.33
1/13/2019 11:00,ETHUSD,124.33,124.33,124.05,124.11,80.07504125,124.22
1/13/2019 12:00,ETHUSD,124.11,125.32,123,124.03,767.2335258,124.07
1/13/2019 13:00,ETHUSD,124.03,124.5,123.98,124.24,148.326597,124.14
1/13/2019 14:00,ETHUSD,124.24,124.24,123.83,123.9,182.856304,124.07
1/13/2019 15:00,ETHUSD,123.9,123.94,123.56,123.63,168.6026654,123.77
1/13/2019 16:00,ETHUSD,123.63,123.63,115.67,115.7,6269.879818,119.67
1/13/2019 17:00,ETHUSD,115.7,116.45,115,116.14,2222.27049,115.92
1/13/2019 18:00,ETHUSD,116.14,116.41,114.79,114.95,1058.294421,115.55
1/13/2019 19:00,ETHUSD,114.95,115.16,113.78,114.55,386.721578,114.75
1/13/2019 20:00,ETHUSD,114.55,115.06,114.2,114.54,266.620046,114.55
1/13/2019 21:00,ETHUSD,114.54,116.1,113.4,115.44,3640.992821,114.99
1/13/2019 22:00,ETHUSD,115.44,116.05,115.04,115.38,509.3282724,115.41
1/13/2019 23:00,ETHUSD,115.38,115.54,114.81,115.35,327.4964411,115.37
1/14/2019 0:00,ETHUSD,115.35,116.29,115.35,116.16,2524.509971,115.76
1/14/2019 1:00,ETHUSD,116.16,119.72,116.16,117.18,7471.561062,116.67
1/14/2019 2:00,ETHUSD,117.18,117.38,116.84,116.9,174.4253595,117.04
1/14/2019 3:00,ETHUSD,116.9,117.27,116.81,117.22,176.358395,117.06
1/14/2019 4:00,ETHUSD,117.22,117.53,116.98,117.28,219.729726,117.25
1/14/2019 5:00,ETHUSD,117.28,117.52,116.99,116.99,355.044453,117.14
1/14/2019 6:00,ETHUSD,116.99,117.33,116.99,117.3,213.9021,117.15
1/14/2019 7:00,ETHUSD,117.3,118.3,117.21,117.21,227.439089,117.26
